Listing Title,Listing SEO Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbrevation,Listing Region,Listing Region Abbrevation,Listing State,Listing State Abbrevation,Listing City,Listing City Abbrevation,Listing Neighborhood,Listing Neighborhood Abbrevation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Short Description,Listing Long Description,Listing SEO Description,Listing Keywords,Listing Renewal Data,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template,Listing DB id,Custom ID,Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Email,Account Contact URL
Walk-On's Sports Bistreaux - Prairieville Restaurant,Walk-On's Sports Bistreaux - Prairieville Restaurant Gonzales,,https://walk-ons.com/,14569 Airline Hwy,,United States,US,,,Louisiana,LA,Gonzales,,,,70737,,,(225) 673-9255,Sports bar and restaurant offering scratch-made dishes and a Louisiana-rooted family atmosphere.,"Walk-Onâs Sports Bistreaux is your home away from home. Our restaurant and bar offer attention to detail and culinary excellence blended with service that pulls on our Louisiana roots, making you feel like family the moment you walk in. We pride ourselves in scratch-made dishes like fresh, never-frozen seafood, burgers, salads, some Cajun/Creole specialties to add a little spice and extensive beer taps and cocktail offerings. At Walk-On's, we treat every community like it's our homecourt - making friends and supporting our neighbors. Our love of the game means we're always fun, never forced, and our doors are open to anyone.",,,12/31/2050,Active,Silver,Restaurants->American,Restaurants->Cajun/Creole,Nightlife->Bars->Sports Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Coleman's Daiquiri & Liquor,Coleman's Daiquiri & Liquor Baton Rouge,,https://www.facebook.com/pages/Coleman's%20Daiquiri/116411289801547/,1472 Harding Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70807,,,(225) 218-6750,Coleman's Daiquiri is a sports bar.,"Coleman's Daiquiri is a sports bar located at 1472 Harding Blvd, Baton Rouge, LA 70807. It has a price range of $$. It was created on November 9, 2019. Recent posts mention karaoke nights and events related to Southern University Homecoming.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Nightlife->Bars->Cocktail Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
The Pit Sports Bar & Daiquiris,The Pit Sports Bar & Daiquiris Saint Gabriel,thepittoo@yahoo.com,http://www.thepittoo.com/,3495C Hwy 75,,United States,US,,,Louisiana,LA,Saint Gabriel,,,,70776,,,(225) 319-2243,The Pit Sports Bar & daiquiris,"The Pit Too is a sports bar that offers pizza, beer, and wings.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->Pizza,,,,New Listing Template,,,,,,,,,,,,,,,,
Devics Bar Baton Rouge,Devics Bar Baton Rouge Baton Rouge,contact@duvicsbar.com,https://duvicsbar.com/,2854 Kalurah St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin diam justo, scelerisque non felis porta, placerat vestibulum nisi. Vestibulum ac elementum massa. In rutrum quis risus quis sollicitudin.","There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Great American Grill,Great American Grill Baton Rouge,reservations@gagrill.com,https://gagrill.com/,3330 Harding Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70807,,,(225) 357-6177,"Classic American cuisine, exceptional cocktails, and vibrant live entertainment.","Great American Grill in Hilmar, CA, offers a delightful blend of classic American cuisine, exceptional cocktails, and vibrant live entertainment in a charming venue perfect for any occasion.",,,12/31/2050,Active,Silver,Nightlife->Bars->Cocktail Bars,Restaurants->Cajun/Creole,Restaurants->American,,,New Listing Template,,,,,,,,,,,,,,,,
On the Half Shell,On the Half Shell Prairieville,,https://www.onthehalfshell.biz/,37390 Perkins Rd,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 673-1951,"Local seafood restaurant and live music hot spot for over 20 years. Serving fresh Louisiana seafood with a variety of other options to satisfy your tastebuds. All in a fun, family friendly atmosphere.","On The Half Shell, has been a local seafood restaurant and live music hot spot for over 20 years. Serving fresh Louisiana seafood with a variety of other options to satisfy your tastebuds. All in a fun, family friendly atmosphere.

Located conveniently in Prairieville,LA at the East Baton Rouge Parish line.

We offer daily lunch specials, a full lunch menu, dinner & Sunday brunch.

Live music is available  Tuesday - Saturday evenings & Sunday during brunch.

Visit our Live Music Calendar to see the full schedule.

Ask about special catering options for your next large group event in the Perkins Room.

Reservation and Catering information is available by calling 225-673-1951.",,,12/31/2050,Active,Silver,Restaurants->Seafood,Restaurants->Breakfast & Brunch,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Hooters,Hooters Denham Springs,,https://www.hooters.com/locations/31509-denham-springs,254 Range 12 Blvd,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 243-7962,"Chicken Wings & Sports Bar in Denham Springs, Louisiana","Enjoy world famous wings and a great beer selection at Hooters of Denham Springs. Eat-in or carryout, the best food in Louisiana can always be found right in Denham Springs. Daily happy hour specials, drink specials and craft beer on tap.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->American,Restaurants->Chicken Wings,,,New Listing Template,,,,,,,,,,,,,,,,
Chili's,Chili's Baton Rouge,welcometochilis@chilis.com,https://www.chilis.com/locations/us/louisiana/baton-rouge/millerville,1615 Millerville Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 275-0749,"Tex Mex, Bar & Grill, Family Restaurant","Chili's Grill & Bar in Millerville, LA is a Tex Mex style restaurant that offers Delivery. It has happy hour Monday to Friday: 3:00 PM - 6:00 PM and Saturday & Sunday: All Day. Happy hour includes discounts on Bud Light, Miller Lite, Coors Light, Modelo, Michelob Ultra and House Red & White Wine.",,,12/31/2050,Active,Silver,Restaurants->Tex-Mex,Restaurants->American,Nightlife->Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Buffalo Wild Wings,Buffalo Wild Wings Baton Rouge,support@blazinrewards.com,https://www.buffalowildwings.com/en/locations/detail/0284,3260 Highland Road 2 & 3,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 448-5770,,,,,12/31/2050,Active,Silver,Restaurants->Chicken Wings,Restaurants->American,Nightlife->Bars->Sports Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Smack-a-Roos Sports Bar & Grill,Smack-a-Roos Sports Bar & Grill Plaquemine,,https://www.mapquest.com/us/louisiana/smack-a-roos-sports-bar-grill-543346204,22930 hwy 1,,United States,US,,,Louisiana,LA,Plaquemine,,,,70764,,,(225) 385-1535,Sports Bar & Grill,"Smack-a-Roos Sports Bar & Grill is a lively establishment in Plaquemine, LA, offering a casual dining experience with a focus on sports entertainment. Guests can enjoy a variety of pub-style food and drinks while watching their favorite teams compete on multiple screens throughout the venue.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Restaurants->Seafood,Restaurants->Chicken Wings,,,New Listing Template,,,,,,,,,,,,,,,,
Chili's,Chili's Denham Springs,welcometochilis@chilis.com,https://www.chilis.com/locations/us/louisiana/denham-springs/denham-springs,135 Rushing Rd W,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 667-7151,"Tex Mex, Bar & Grill, Family Restaurant","Chili's Grill & Bar in Rushing Rd, LA is a Tex Mex style restaurant that offers Delivery. It has happy hour Monday to Friday: 3:00 PM - 6:00 PM and Saturday & Sunday: All Day. Happy hour includes discounts on Bud Light, Miller Lite, Coors Light, Modelo, Michelob Ultra and House Red & White Wine.",,,12/31/2050,Active,Silver,Restaurants->Tex-Mex,Restaurants->American,Nightlife->Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Death Valley Daiquiri,Death Valley Daiquiri Baton Rouge,deathvalleydaiquiris225@gmail.com,https://www.225liveevents.com/venue/detail/Death-Valley-Daiquiri/1554,5201 Nicholson Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,,"A spot to grab a drink, known for daiquiris.","Awesome little spot to grab a drink with coworkers after work! Chad the owner is the best and the prices are very reasonable. They have a wide selection of daiquiris, and they are all delicious!",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Grown Vibes Lounge & Grill,Grown Vibes Lounge & Grill Baton Rouge,Grownvibesbr@gmail.com,http://www.grownvibes.com,1962 O'Neal Ln,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 326-3743,"Grown Vibes Lounge is categorized as Karaoke, Entertainment Event, and Bar/pub.",,,,12/31/2050,Active,Silver,Nightlife->Bars->Lounges,Nightlife->Bars->Beer Bar,,,,New Listing Template,,,,,,,,,,,,,,,,
City Slice Pizza & Pints,City Slice Pizza & Pints Baton Rouge,,https://cityslicepizza.com/,124 W Chimes St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 388-5454,Contact information and booking for City Slice Pizza.,"The page provides a contact form for booking parties and lists the location, phone number, and hours of operation for City Slice Pizza at 124 West Chimes Street, Baton Rouge, LA 70802. The phone number is (225) 388-5454. Links to the menu and online ordering are also provided, as well as links to their Facebook, Instagram, and YouTube pages.",,,12/31/2050,Active,Silver,Restaurants->Chicken Wings,Restaurants->Pizza,Nightlife->Bars->Beer Bar,,,New Listing Template,,,,,,,,,,,,,,,,
Luke Tant,Luke Tant Baton Rouge,,,3347 Highland Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Nightlife->Bars->Beer Bar,,,,New Listing Template,,,,,,,,,,,,,,,,
Gnarly Barley Brewing,Gnarly Barley Brewing Hammond,info@gnarlybarley.com,https://gnarlybeer.com/,1709 Corbin Rd,,United States,US,,,Louisiana,LA,Hammond,,,,70403,,,(985) 318-0723,Explore our journey from humble beginnings in a garage to becoming one of Louisiana's most celebrated craft breweries. Discover our passion for brewing and our commitment to quality.,"Our Journey from Garage to Brewery
Gnarly Barley Brewing Co. originated from the home of Zac and Cari Caramonta. What started in a cramped garage, surrounded by two fat cats and a halfpipe, quickly grew into a passion for crafting exceptional beers. Zac began homebrewing as an exploration into the brewing process after experiencing exceptional craft beers. His mission was to create beers just as excellent as those that inspired him. The Korova Milk Porter and the Hoppopotamus IPA debuted at the 2011 New Orleans on Tap Beer Festival. Encouraged by positive feedback and connections made at local festivals, Zac and Cari opened a 14,000 square foot brewery in Hammond, Louisiana in 2014..",,,12/31/2050,Active,Silver,Food->Breweries,Hotels & Travel->Tours->Beer Tours,Nightlife->Beer Gardens,,,New Listing Template,,,,,,,,,,,,,,,,
Low Road Brewing,Low Road Brewing Hammond,,https://www.lowroadbrewing.com/,1110 C M Fagan Dr,,United States,US,,,Louisiana,LA,Hammond,,,,70403,,,(985) 602-1188,Low Road Brewing has ceased operations.,Low Road Brewing has ceased operations as of 12/31/2024. No further information is available.,,,12/31/2050,Active,Silver,Food->Breweries,Nightlife->Bars->Beer Bar,Nightlife->Beer Gardens,,,New Listing Template,,,,,,,,,,,,,,,,
Black Dog Cigar,Black Dog Cigar New Iberia,ken@blkdogcigar.com,http://www.blkdogcigar.com/,842 West Main St,,United States,US,,,Louisiana,LA,New Iberia,,,,70560,,,(337) 366-5321,"Cigar shop with a walk-in humidor and full bar, sharing space with E & E Sports Bar.","In conjunction with the E&E Sports Bar, Full bar and courtyard. Open 10:00 Tues thru Sat. Covered open courtyard with big screen TVs. Walk-in Humidor, Full Bar. Located in New Iberia, LA. Shares space with E & E Sports Bar. Has a walk-in humidor and full bar. Offers premium cigar bundles and cigar related stuff. Has a covered open courtyard with big screen TVs.",,,12/31/2050,Active,Silver,Shopping->Tobacco Shops,Nightlife->Bars->Cigar Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Cigar Club,Cigar Club LaPlace,,https://www.instagram.com/mo_cigarbar/,701 W Airline Hwy,,United States,US,,,Louisiana,LA,LaPlace,,,,70068,,,,"Members Only Cigar Bar in Laplace, Louisiana. Grown & Sexy Cigar Bar for drinks and Cigar Enthusiasts.","Members Only Cigar Bar (Laplace, La)
Grown & Sexy Cigar Bar for drinks and Cigar Enthusiasts
Open Weekdays 4PM - 11 PM",,,12/31/2050,Active,Silver,Nightlife->Bars->Cigar Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Paradise Cigars and Tobacco,Paradise Cigars and Tobacco Gonzales,,https://www.facebook.com/paradise.cigars.and.tobacco/,719 S Burnside Ave,,United States,US,,,Louisiana,LA,Gonzales,,,,70737,,,(225) 390-1236,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Cigar Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Jack's Place,Jack's Place Port Allen,jillnbct@gmail.com,https://www.facebook.com/JacksPlace102/,102 S Jefferson Ave,,United States,US,,,Louisiana,LA,Port Allen,,,,70767,,,(225) 344-5567,Jack's Place is a Pool & Billiard Hall.,"Bingo every Wednesday @ Jackâs Place!!! Starts at 7:30PM, $5 Per Card or 5 for $20, 100% Payout",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Rockstar Singing Telegrams,Rockstar Singing Telegrams Baton Rouge,jeff@rockstarsingingtelegrams.com,https://www.rockstarsingingtelegrams.com/,,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(866) 979-7625,Rockstar Singing Telegrams is proven to make birthdays and special events ROCK!,"We know this is a âonce in a lifetimeâ experience for them, thatâs why we provide the best performers and deliver a show they will never forget. You get a seasoned pro musician who was born to deliver an unforgettable performance. Includes a rose or chocolate and a balloon!",,,12/31/2050,Active,Silver,Nightlife->Karaoke,,,,,New Listing Template,,,,,,,,,,,,,,,,
Baby 4,Baby 4 Baton Rouge,,https://www.instagram.com/lalo/,,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(225) 933-0148,Photographer | Director Based in NYC Represented by @bransch_nyc,,,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,,,,,New Listing Template,,,,,,,,,,,,,,,,
Red Stick Music,Red Stick Music Baton Rouge,info@redstickmusic.com,https://www.redstickmusic.com/,,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 953-1727,Baton Rougeâs go-to source for live music events since 2014.,"Since 2014, Red Stick Music has been Baton Rougeâs go-to source for live music events. Our platform showcases the vibrant music scene in and around the city, offering a comprehensive calendar that helps both locals and visitors discover shows, festivals, and performances from all genres.
Red Stick Music is a trademark of FourLeafAudio LLC, owned by Christopher and Caitlen Odell, passionate audio engineers and avid live music enthusiasts. Driven by our love for live performances and dedication to the Baton Rouge community, we saw the need for a single, organized space where local music lovers could easily discover all the live events happening around them. 
Our mission is simple: to help the local music scene thrive by connecting artists, venues, and audiences through one comprehensive platform.",,,12/31/2050,Active,Silver,Event Planning & Services->Musicians,Arts & Entertainment->Music Venues,,,,New Listing Template,,,,,,,,,,,,,,,,
Raising Cane's River Center,Raising Cane's River Center Baton Rouge,,https://raisingcanesrivercenter.com/,275 S River Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 389-3030,Welcome to the Raising Cane's River Center!,"Welcome to the Raising Cane's River Center website! We are delighted to invite you to explore our vibrant campus, which houses three exceptional venues for your entertainment and event needs. Immerse yourself in the diverse offerings of the Raising Cane's River Convention Center, experience world-class performances at the River Center Theatre for Performing Arts, and witness thrilling events at the Raising Cane's River Center Arena. We look forward to providing you with unforgettable experiences across our dynamic venues.
",,,12/31/2050,Active,Silver,Arts & Entertainment->Music Venues,Event Planning & Services->Venues & Event Spaces,,,,New Listing Template,,,,,,,,,,,,,,,,
